title,rating,body,author,date,processed_body
El sistema interior que recoge la cápsula es muy débil.,"2,0 de 5 estrellas",No está hecha para durar,Imanol,Revisado en España el 3 de febrero de 2021,"['hecha', 'durar']"
Mal gusto,"2,0 de 5 estrellas","Después de un tiempo de uso.
Se traba la tapa con la cápsula.
Sale el gusto como re quemado
O con mal gusto",josep llado,Revisado en España el 8 de diciembre de 2019,"['después', 'tiempo', 'uso', 'traba', 'tapa', 'cápsula', 'sale', 'gusto', 're', 'quemado', 'mal', 'gusto']"
perfecto sabor tras un uso corto no perfora las capsulas grsndes,"2,0 de 5 estrellas",Cafe perfecto pero ha dejado de perforar correctamente las capsulas grandes,PEDRO,Revisado en España el 4 de julio de 2020,"['perfecto', 'dejado', 'perforar', 'correctamente', 'capsulas', 'grandes']"
AVERIA EN LA CAFETERA,"2,0 de 5 estrellas","Hola, la cafetera no me funciona, que puedo hacer ???
Gracias.",julio peña del campo,Revisado en España el 3 de junio de 2020,"['hola', 'funciona', 'puedo', 'hacer', 'gracias']"
Que no fallara tanto.,"2,0 de 5 estrellas",El reequilibrado es continuo.Sustituida por otra igual.,Roberto Martín CANELA,Revisado en España el 11 de abril de 2020,"['reequilibrado', 'igual']"
Durabilidad y materiales decepcionantes,"2,0 de 5 estrellas","Escribo esta crítica después de haber usado 2 cafeteras Philips L'Or Barista.

Es indudable la comodidad, limpieza y sabor de un producto que extrae el café con una presión justa de una cápsula que permite mantener la frescura del café sin oxidarse, como lo haría cualquier paquete de grano un vez abierto.

No obstante, de poco sirve si la duración de la máquina es limitada por la fragilidad de materiales.

Es sistema principal de engranajes que contiene la cápsula es de plástico. Comienza a perder holgura a partir del año. La holgura provoca pérdida de presión y fugas de agua (en la imagen).

La primera vez pude cambiarla al estar al límite de la garantía. La segunda la perdió por pocos meses.

Por 60€ ha cumplido su función en 2 años. Sin duda, buscaré una solución más fiable para el futuro.",GusGus,Revisado en España el 16 de enero de 2023,"['escribo', 'crítica', 'después', 'haber', 'usado', 'cafeteras', 'philip', 'barista', 'indudable', 'comodidad', 'limpieza', 'sabor', 'producto', 'extrae', 'presión', 'justa', 'cápsula', 'permite', 'mantener', 'frescura', 'oxidarse', 'haría', 'cualquier', 'paquete', 'grano', 'vez', 'abierto', 'obstante', 'sirve', 'duración', 'limitada', 'fragilidad', 'materiales', 'sistema', 'principal', 'engranajes', 'contiene', 'cápsula', 'plástico', 'comienza', 'perder', 'holgura', 'partir', 'año', 'holgura', 'provoca', 'pérdida', 'presión', 'fugas', 'imagen', 'primera', 'vez', 'pude', 'cambiarla', 'límite', 'garantía', 'segunda', 'perdió', 'pocos', 'cumplido', 'función', 'años', 'duda', 'buscaré', 'solución', 'fiable', 'futuro']"
Compda,"2,0 de 5 estrellas",Noe ha gustado que en el momento de comprarla la regalen en la página oficial de lorbarists,jose antonio martinez,Revisado en España el 22 de julio de 2022,"['noe', 'gustado', 'momento', 'comprarla', 'regalen', 'página', 'oficial', 'lorbarists']"
Todo phillips es malo,"2,0 de 5 estrellas","No sé de os quejáis siendo de la marca que es ,normal que salga poco duradera ,esta marca antes muy buena Desde que ya no es holandesa que es china pues da productos malos",ernesto garcia montalvo,Revisado en España el 9 de diciembre de 2019,"['sé', 'quejáis', 'siendo', 'marca', 'normal', 'salga', 'duradera', 'marca', 'buena', 'holandesa', 'china', 'pues', 'da', 'productos', 'malos']"
bien,"3,0 de 5 estrellas",todo bien,Jose antonio,Revisado en España el 7 de agosto de 2024,[]
Mi expectativa fue demasiado grande,"3,0 de 5 estrellas","Antes de elegir esta cafetera he leído la opinión de otros clientes: decían que es grande, pero no hace ruido y eso me ha gustado. Decían que el sabor del café no es tan bueno y no explicaban por qué: en mi opinión el sabor del café no es tan bueno porque no sale denso y espumoso. Si te gusta el café suave y disuelto en agua es un acierto, si te gusta el café denso y espumoso, no es para ti. Es todo un puntazo lo de las dos boquillas, pero le falta lo más importante en una cafetera espresso: que el café sepa a espresso de máquina. Una verdadera pena porque la máquina es una belleza en cuanto a diseño y es revolucionaria en cuanto a la cápsula doble",Ayyello,Revisado en España el 3 de septiembre de 2019,"['elegir', 'leído', 'opinión', 'clientes', 'decían', 'grande', 'ruido', 'gustado', 'decían', 'sabor', 'tan', 'bueno', 'explicaban', 'opinión', 'sabor', 'tan', 'bueno', 'sale', 'denso', 'espumoso', 'gusta', 'suave', 'disuelto', 'acierto', 'gusta', 'denso', 'espumoso', 'puntazo', 'boquillas', 'falta', 'importante', 'espresso', 'sepa', 'espresso', 'verdadera', 'pena', 'belleza', 'cuanto', 'diseño', 'revolucionaria', 'cuanto', 'cápsula', 'doble']"
Compacta,"3,0 de 5 estrellas","Cafetera compacta, bonito diseño, hace buen café para mi gusto, rápida, por lo contrario es ruidosa y vibra muchísimo, yo le e puesto una goma, haber lo que dura",Francisco,Revisado en España el 25 de abril de 2024,"['compacta', 'bonito', 'diseño', 'buen', 'gusto', 'rápida', 'contrario', 'ruidosa', 'vibra', 'muchísimo', 'puesto', 'goma', 'haber', 'dura']"
Rayones por posible uso,"3,0 de 5 estrellas","La cafetera parecía usada porque tenía rayones llegaron en la parte de LORD, no tengo el tiempo de andar devolviendo productos.",Producto con apareceré uso,Revisado en España el 21 de abril de 2024,"['parecía', 'usada', 'rayones', 'llegaron', 'parte', 'lord', 'tiempo', 'andar', 'devolviendo', 'productos']"
Cafetera Philips,"3,0 de 5 estrellas",Caja en mal estado espero que funcione un poco mas de cuidado no vendria mal,Mar,Revisado en España el 10 de abril de 2024,"['caja', 'mal', 'espero', 'funcione', 'ma', 'cuidado', 'vendria', 'mal']"
Hace buen cafe,"3,0 de 5 estrellas",Lo que no me gusta es que es muy grande y ocupada mucho espacio,david morales garcia,Revisado en España el 25 de marzo de 2024,"['gusta', 'grande', 'ocupada', 'espacio']"
Defectuosa,"3,0 de 5 estrellas","Todo bien hasta que dió un problema en Agosto : con agua en el depósito, no llegaba a la cápsula y no salía café ; se solucionó por sí sólo y en Septiembre volvió a ocurrir lo mismo. Al limpiarla, me di cuenta que la parte inferior tenía alguna señal y podía haber sido desmontada y reparada con anterioridad a mi compra. El cajón extraíble tiene un defecto (de fábrica o por uso anterior) y se tiene que forzar un poco para poderlo abrir y sacar completamente. La cafetera es un gustazo, pero no me gusta que tenga estos defectos. Estoy a la espera de reparación, pero me gustaría que me entregaran un nuevo producto.",Justo,Revisado en España el 11 de octubre de 2023,"['dió', 'problema', 'agosto', 'depósito', 'llegaba', 'cápsula', 'salía', 'solucionó', 'sólo', 'septiembre', 'volvió', 'ocurrir', 'mismo', 'limpiarla', 'di', 'cuenta', 'parte', 'inferior', 'alguna', 'señal', 'podía', 'haber', 'sido', 'desmontada', 'reparada', 'anterioridad', 'compra', 'cajón', 'extraíble', 'defecto', 'fábrica', 'uso', 'anterior', 'forzar', 'poderlo', 'abrir', 'sacar', 'completamente', 'gustazo', 'gusta', 'defectos', 'espera', 'reparación', 'gustaría', 'entregaran', 'nuevo', 'producto']"
Ruidosa!,"3,0 de 5 estrellas","Ojo!
Si se quiere para poner café de madrugada y no despertar a la familia, esta no es muy buena opción.
La cafetera no hace mal café, aunque mi impresión es que no alcanza los 19 bares, y al ser voluminosa y poco pesada pues eso ....
..... silenciosa no es!",Richard,Revisado en España el 2 de enero de 2024,"['ojo', 'quiere', 'poner', 'madrugada', 'despertar', 'familia', 'buena', 'opción', 'mal', 'aunque', 'impresión', 'alcanza', 'bares', 'ser', 'voluminosa', 'pesada', 'pues', 'silenciosa']"
Comparativa L'ore vrs Tassimo Happy,"3,0 de 5 estrellas","E tenido la oportunidad de probar de primera mano la cafetera Tassimo utilizando la con capsula reciclable de 220ml y me pareció muy bien luego estuve leyendo que no tenía mas que 3 bares de presión así que decidí comprar una con más bares y pedí la L'ore. Cuando llegó quedé un poco decepcionado ya que al probarla con la capsula reciclable de doble espresso me pareció un café aguado así que prepare una cápsula L'ore extra para que fuese más a mi gusto posteriormente probé presionar un poco más el café pero fue el mismo resultado así que llegue a la conclusión que necesitaba 2 cápsulas de doble espresso para prepara mi café diariamente, así qué devolví la máquina, porque no me gusta tener que comprar cafés con un tueste negro para obtener una bebida fuerte prefiero poner un poco de más café para lograr el sabor que necesito.",EGrau,Revisado en España el 19 de mayo de 2023,"['oportunidad', 'probar', 'primera', 'mano', 'tassimo', 'utilizando', 'capsula', 'reciclable', 'pareció', 'luego', 'leyendo', 'ma', 'bares', 'presión', 'así', 'decidí', 'comprar', 'bares', 'pedí', 'llegó', 'quedé', 'decepcionado', 'probarla', 'capsula', 'reciclable', 'doble', 'espresso', 'pareció', 'aguado', 'así', 'prepare', 'cápsula', 'extra', 'gusto', 'posteriormente', 'probé', 'presionar', 'mismo', 'resultado', 'así', 'llegue', 'conclusión', 'necesitaba', 'cápsulas', 'doble', 'espresso', 'prepara', 'diariamente', 'así', 'devolví', 'gusta', 'tener', 'comprar', 'cafés', 'tueste', 'negro', 'obtener', 'bebida', 'fuerte', 'prefiero', 'poner', 'lograr', 'sabor', 'necesito']"
Calidad,"3,0 de 5 estrellas",Funciona bien pero es todo plástico,Cliente Amazon,Revisado en España el 28 de enero de 2024,"['funciona', 'plástico']"
Caja abierta,"3,0 de 5 estrellas","La caja ha venido abierta sin sellar ni metida en otra caja tal cual en la foto, rota por un lado, da poca seguridad que te llegue así, parece que ya fue usada.
Funciona pero no me gusto como llego",Cliente Amazon,Revisado en España el 3 de septiembre de 2023,"['caja', 'venido', 'abierta', 'sellar', 'metida', 'caja', 'tal', 'foto', 'rota', 'lado', 'da', 'poca', 'seguridad', 'llegue', 'así', 'parece', 'usada', 'funciona', 'gusto', 'llego']"
Aparenta mas de lo que es,"3,0 de 5 estrellas","Ha sido una pequeña decepción, esperaba una cafetera mas robusta con mejores materiales, sin embargo es prácticamente todo plástico.
Además, después de hacer el café continua un pequeño goteo que parece no tener fin.
También decir que la anterior cafetera hacia infinitamente mayor crema en el café que está.
Por lo demás, el café sabe bien, es fácil de limpiar, aunque algo complicado ajustar la cantidad de café deseado de manera personalizada.
Realmente por calidad/precio no se puede pedir mas, lo dejaría para definirla como una cafetera mas para hacer café.",Antonio,Revisado en España el 16 de diciembre de 2022,"['sido', 'pequeña', 'decepción', 'esperaba', 'ma', 'robusta', 'mejores', 'materiales', 'embargo', 'prácticamente', 'plástico', 'además', 'después', 'hacer', 'continuum', 'pequeño', 'goteo', 'parece', 'tener', 'fin', 'decir', 'anterior', 'hacia', 'infinitamente', 'mayor', 'crema', 'demás', 'sabe', 'fácil', 'limpiar', 'aunque', 'complicado', 'ajustar', 'cantidad', 'deseado', 'manera', 'personalizada', 'realmente', 'puede', 'pedir', 'ma', 'dejaría', 'definirla', 'ma', 'hacer']"
EN GENERAL DECEPCIONANTE,"3,0 de 5 estrellas","Tenía muchas espectativas en esta máquina pero en general me ha decepcionado bastante, no por que sea grande ni por el diseño, que me gusta, si no por el extraño funcionamiento que no se explica y te lo encuentras una vez la pones en marcha. Nosotros en casa no solemos hacer los cafés de dos en dos, de modo que solemos usar cápsulas sencillas, pues bien, el café fluye por ambos surtidores a la vez, lo que significa a mi parecer un exceso de agua al infusionar que proboca que el café sea aguado y sin intensidad a menos que lo tomes muy corto. Es una máquina pensada para usar con la cápsula doble o para quien le guste el café poco concentrado. Si llego a saber que era así no la hubiera comprado.",Alberto H.,Revisado en España el 25 de noviembre de 2021,"['muchas', 'espectativas', 'general', 'decepcionado', 'bastante', 'grande', 'diseño', 'gusta', 'extraño', 'funcionamiento', 'explica', 'encuentras', 'vez', 'pone', 'marcha', 'casa', 'solemos', 'hacer', 'cafés', 'modo', 'solemos', 'usar', 'cápsulas', 'sencillas', 'pues', 'fluye', 'ambo', 'surtidores', 'vez', 'significa', 'parecer', 'exceso', 'infusionar', 'proboca', 'aguado', 'intensidad', 'menos', 'tome', 'corto', 'pensada', 'usar', 'cápsula', 'doble', 'guste', 'concentrado', 'llego', 'saber', 'así', 'comprado']"
Me preocupa su durabilidad,"3,0 de 5 estrellas","Compré la cafetera porque me parece superinteresante la capacidad de usar las capsulas dobles de la marca L'or lo que me permite hacerme un café mucho más largo sin perder sabor.

Eso sí, un poco preocupante su durabilidad, puesto que tras apenas cuatro meses de uso, la cafetera empezó a fallar a la hora de perforar las cápsulas grandes. Esto hacia que la taza acabase llena de agua en lugar de café y a su vez el deposito interior de agua rebosase. No obstante parece que el servicio técnico me solucionó el problema y ahora vuelvo a poder usar correctamente las cápsulas dobles.

Por eso le doy 3 *, porque la máquina en buen estado da un buen café y funciona a la perfección. Aunque me preocupa un poco su durabilidad a largo plazo.",Guillermo Priego,Revisado en España el 21 de septiembre de 2020,"['compré', 'parece', 'superinteresante', 'capacidad', 'usar', 'capsulas', 'dobles', 'marca', 'permite', 'hacerme', 'largo', 'perder', 'sabor', 'preocupante', 'durabilidad', 'puesto', 'tras', 'apenas', 'cuatro', 'uso', 'empezó', 'fallar', 'hora', 'perforar', 'cápsulas', 'grandes', 'hacia', 'taza', 'acabase', 'llena', 'lugar', 'vez', 'deposito', 'interior', 'rebosase', 'obstante', 'parece', 'servicio', 'técnico', 'solucionó', 'problema', 'ahora', 'vuelvo', 'poder', 'usar', 'correctamente', 'cápsulas', 'dobles', 'doy', 'buen', 'da', 'buen', 'funciona', 'perfección', 'aunque', 'preocupa', 'durabilidad', 'largo', 'plazo']"
"Defectuosa, devolvimos y satisfecha","3,0 de 5 estrellas","Tuve problemas técnicos con esta cafetera. La encendí y al principio iba bien, pero de repente se salía el agua. Busque en internet a ver si podía arreglarlo, al principio decían que era una problema muy frecuente y después de hacer todas las indicaciones, seguía goteando por la base de la cafetera. Hemos tenido que descambiarla y estamos a la espera de que nos vuelvan a traer otra nueva y a poder ser en buenas condiciones.
Después de un par de días, vinieron a recogernos la cafetera defectuosa y en el mismo día, me llegó la nueva. Tras haber hecho varias pruebas para ver si teníamos el mismo problema u otro, estaba todo perfecto.
En conclusión, tuvimos problemas con la cafetera primero, pero la devolución y el envío fueron muy rápidos y eficaces. Ahora ya tengo una cafetera que no voy a poder para de utilizar :)",Raquel,Revisado en España el 4 de mayo de 2020,"['problemas', 'técnicos', 'encendí', 'principio', 'iba', 'repente', 'salía', 'busque', 'internet', 'ver', 'podía', 'arreglarlo', 'principio', 'decían', 'problema', 'frecuente', 'después', 'hacer', 'toda', 'indicaciones', 'seguía', 'goteando', 'base', 'descambiarla', 'espera', 'vuelvan', 'traer', 'nueva', 'poder', 'ser', 'buenas', 'condiciones', 'después', 'par', 'días', 'vinieron', 'recogernos', 'defectuosa', 'mismo', 'día', 'llegó', 'nueva', 'tras', 'haber', 'hecho', 'varias', 'pruebas', 'ver', 'mismo', 'problema', 'u', 'perfecto', 'conclusión', 'problemas', 'primero', 'devolución', 'envío', 'rápidos', 'eficaces', 'ahora', 'voy', 'poder', 'utilizar']"
Templado,"3,0 de 5 estrellas",No calienta bien el café por lo que es ideal para la gente que le guste probar el cafe templado. Es fácil de usar y de limpiar pero la resistencia de calentado es decepcionante,Xoxe,Revisado en España el 29 de diciembre de 2022,"['calienta', 'ideal', 'gente', 'guste', 'probar', 'templado', 'fácil', 'usar', 'limpiar', 'resistencia', 'calentado', 'decepcionante']"
Bien,"3,0 de 5 estrellas","Está bien, pero a veces hay cápsulas que no acaban de funcionar y casi no sale café…o tarda mucho en salir todo el café; es algo aleatorio y da igual la marca de la cápsula, a pesar de esto, funciona bien y es fácil",Macarena Miralles Masip,Revisado en España el 10 de noviembre de 2022,"['veces', 'cápsulas', 'acaban', 'funcionar', 'casi', 'sale', 'tarda', 'salir', 'aleatorio', 'da', 'igual', 'marca', 'cápsula', 'pesar', 'funciona', 'fácil']"
Excelente con un pero,"3,0 de 5 estrellas","Me encanta la cafetera y el sabor que tiene el café, pero con las cápsulas xxl ( uso esas porque los otros tamaños se me quedan cortos, soy de echarme buena cantidad de café ) tengo el problema que no acoplan bien y se ensucia, y es muy tedioso el limpiar esa zona tan complicada.",Víctor,Revisado en España el 7 de julio de 2022,"['encanta', 'sabor', 'cápsulas', 'xxl', 'uso', 'tamaños', 'quedan', 'cortos', 'echarme', 'buena', 'cantidad', 'problema', 'acoplan', 'ensucia', 'tedioso', 'limpiar', 'zona', 'tan', 'complicada']"
Es demasiado grande,"3,0 de 5 estrellas","Es demasiado grande, como más del doble de una de las clásicas de Nespresso. La tuve que devolver pq es un trasto considerable en comparación.",Cliente Amazon,Revisado en España el 3 de noviembre de 2022,"['demasiado', 'grande', 'doble', 'clásicas', 'nespresso', 'devolver', 'pq', 'trasto', 'considerable', 'comparación']"
Bien,"3,0 de 5 estrellas","La cafetera tiene un diseño bonito es más grande que las que usaba anterior mente ( Nespresso) me ha decepcionado el café esperaba más crema y sabor, sigo probando diferentes tipo de cápsulas L'Or",gema,Revisado en España el 29 de marzo de 2022,"['diseño', 'bonito', 'grande', 'usaba', 'anterior', 'mente', 'nespresso', 'decepcionado', 'esperaba', 'crema', 'sabor', 'sigo', 'probando', 'diferentes', 'tipo', 'cápsulas']"
Tapa superior loca,"3,0 de 5 estrellas",La uso pocos días en un txoko y Justo cuando mas cafés quiero servir la tapa superior no se queda encajada fácilmente y hay que repetir muchas veces el giro de bajada.,XABIER GOIKOETXEA GARAI,Revisado en España el 14 de junio de 2022,"['uso', 'pocos', 'días', 'txoko', 'justo', 'ma', 'cafés', 'quiero', 'servir', 'tapa', 'superior', 'queda', 'encajada', 'fácilmente', 'repetir', 'muchas', 'veces', 'giro', 'bajada']"
Práctica,"3,0 de 5 estrellas","Fácil, de todo",Cliente Amazon,Revisado en España el 28 de diciembre de 2022,['fácil']
Café solos OK - con leche KO,"3,0 de 5 estrellas","Hace algo menos ruido que las nespresso . Es grandota aunque dentro de lo normal para este tipo de cafetera . La palanca que hace presión para colocar la cápsula se queda bastante floja , parece suelta pero no, es así en todas . Para hacer cafés solos muy buena opción ( siempre que no estes acostumbrado al café torrefacto). He cuánto añades leche , ya tienes que colocar un vaso más grande y ancho y ahí es donde viene el problema de esta cafetera . La crema se disipa... queda prácticamente en nada . Fue la razón por la que la devolví .",fmpando,Revisado en España el 5 de febrero de 2020,"['menos', 'ruido', 'nespresso', 'grandota', 'aunque', 'dentro', 'normal', 'tipo', 'palanca', 'presión', 'colocar', 'cápsula', 'queda', 'bastante', 'floja', 'parece', 'suelta', 'así', 'toda', 'hacer', 'cafés', 'solo', 'buena', 'opción', 'siempre', 'estes', 'acostumbrado', 'torrefacto', 'cuánto', 'añades', 'colocar', 'vaso', 'grande', 'ancho', 'ahí', 'viene', 'problema', 'crema', 'disipa', 'queda', 'prácticamente', 'razón', 'devolví']"
Mediocre,"3,0 de 5 estrellas","Fácil de usar.
Aún es pronto para valorar si es fácil de limpiar, pero creo q el soporte de cápsulas con el tiempo costará limpiar por el tipo de material q esta hecho. Sabor inferior a otros fabricantes. No se destacan ni los olores ni las diferentes variaciones o procedencias del café.
Muy por debajo de la marca delonghi, por ejemplo!!",jordi palanqués,Revisado en España el 2 de mayo de 2021,"['fácil', 'usar', 'aún', 'pronto', 'valorar', 'fácil', 'limpiar', 'creo', 'q', 'soporte', 'cápsulas', 'tiempo', 'costará', 'limpiar', 'tipo', 'material', 'q', 'hecho', 'sabor', 'inferior', 'fabricantes', 'destacan', 'olores', 'diferentes', 'variaciones', 'procedencias', 'debajo', 'marca', 'delonghi', 'ejemplo']"
No tiene botón de encendido,"3,0 de 5 estrellas",Una amiga compro una cafetera igual y el de ella si tiene botón de encendido y la mía no que me parece extraño,Mercedes,Revisado en España el 12 de abril de 2022,"['amiga', 'compro', 'igual', 'botón', 'encendido', 'parece', 'extraño']"
Utilizada y mal limpiada,"3,0 de 5 estrellas","La cafetera funciona perfectamente, aunq cuando comprar algo nuevo, q menos q venga nueva, por para eso la compro de segunda mano…",Alberto S.,Revisado en España el 10 de marzo de 2022,"['funciona', 'perfectamente', 'aunq', 'comprar', 'nuevo', 'q', 'menos', 'q', 'venga', 'nueva', 'compro', 'segunda']"
Fácil y bueno,"3,0 de 5 estrellas","Hace mucho ruido ,",Luis hornero garcia,Revisado en España el 30 de octubre de 2022,['ruido']
Envoltorio en mal estado,"3,0 de 5 estrellas","Es un regalo y ha llegado en mal estado, espero que la máquina funcione bien",CRISTINA,Revisado en España el 2 de junio de 2022,"['regalo', 'llegado', 'mal', 'espero', 'funcione']"
NO TANTA PRESIÓN,"3,0 de 5 estrellas","La compré por que tenía un precio más económico que otros modelos y me ha decepcionado un poco. Hay otras marcas que me han convencido más. Básicamente el fallo es en la presión que proporciona en el café. El café sale mas liquido y no genera tanta espuma como otros que he probado. También es verdad que la cafetera era bastante más barata, y estas que comento rondan los 100€. En este caso cumple pero no llega a ese nivel.",Varu MCF,Revisado en España el 25 de marzo de 2020,"['compré', 'precio', 'económico', 'modelos', 'decepcionado', 'marcas', 'convencido', 'básicamente', 'fallo', 'presión', 'proporciona', 'sale', 'ma', 'liquido', 'genus', 'tanta', 'espuma', 'probado', 'verdad', 'bastante', 'barata', 'comento', 'rondan', 'caso', 'cumple', 'llega', 'nivel']"
No es lo esperado,"3,0 de 5 estrellas",Un tanto decepcionado por una cafetera que prometía más de lo que es en realidad. Le falta presión.,Jerpache,Revisado en España el 30 de enero de 2022,"['decepcionado', 'prometía', 'realidad', 'falta', 'presión']"
muy practica y manejable,"3,0 de 5 estrellas","Lo unico que no me ha gustado es que tardaron 14 días en servirme el pedido
se que no soy prime todavía pero me parece excesivo",Cliente Amazon,Revisado en España el 5 de octubre de 2021,"['unico', 'gustado', 'tardaron', 'días', 'servirme', 'pedido', 'prime', 'todavía', 'parece', 'excesivo']"
"Se rompió a la semana, mal sistema para cargar las cápsulas","3,0 de 5 estrellas","Lo mejor el sistema de devolución de Amazon, la cafetera regular, se rompió el sistema de carga de las cápsulas a la semana",Francisco Manuel Orozco Pérez,Revisado en España el 25 de agosto de 2021,"['mejor', 'sistema', 'devolución', 'regular', 'rompió', 'sistema', 'carga', 'cápsulas', 'semana']"
Cafetera por perfeccionar,"3,0 de 5 estrellas","La compra ha sido plenamente correcta. La cafetera no me convence. Es defectuoso el sistema de las cápsulas, y falla muchas veces al poner la cápsula que se va al cajón de desechos sin haber sido utilizada. No son bien proporcionales las cantidades de agua para el café corto, mediano y largo. Repito que, en cuanto al vendedor la compra ha sido plenamente correcta.",Alsaci,Revisado en España el 15 de noviembre de 2019,"['compra', 'sido', 'plenamente', 'correcta', 'convence', 'defectuoso', 'sistema', 'cápsulas', 'falla', 'muchas', 'veces', 'poner', 'cápsula', 'va', 'cajón', 'desechos', 'haber', 'sido', 'utilizada', 'proporcionales', 'cantidades', 'corto', 'mediano', 'largo', 'repito', 'cuanto', 'vendedor', 'compra', 'sido', 'plenamente', 'correcta']"
Se rompe,"3,0 de 5 estrellas","El café está muy bueno, pero hace un mes la envié a reparar por qué se salía el agua y ahora se no cierra la tapa de dónde va la cápsula.... Así que otra vez la voy a tener que enviar. 2 veces en menos de 3 meses",mireya morato,Revisado en España el 19 de octubre de 2020,"['bueno', 'envié', 'reparar', 'salía', 'ahora', 'cierra', 'tapa', 'dónde', 'va', 'cápsula', 'así', 'vez', 'voy', 'tener', 'enviar', 'veces', 'menos']"
"Ni un año, y ya esta estropeada","3,0 de 5 estrellas","El cafe sale rico, lo unico que es bastante grande",natalia garrido fernandez,Revisado en España el 13 de diciembre de 2021,"['sale', 'rico', 'unico', 'bastante', 'grande']"
Bonita,"3,0 de 5 estrellas",El cafe dr l’or no es de los mejores,Marti,Revisado en España el 18 de diciembre de 2021,"['dr', 'l', 'or', 'mejores']"
Quisiera saber dónde comprar las cápsulas más grandes,"3,0 de 5 estrellas",El sabor lo fácil que es pero nose donde se compra el café de cápsulas de cápsulas grandes,Loli,Revisado en España el 12 de agosto de 2021,"['sabor', 'fácil', 'nose', 'compra', 'cápsulas', 'cápsulas', 'grandes']"
Que No pierda Agua después de uso de cada capsula,"3,0 de 5 estrellas","Casi todo pero en tres usos después de cada uso en el recipiente de recogida cae agua limpia, si usará cuatro o cinco veces seguidas se acumulará bastante agua Puede ser de Segunda mano? Tendré que cambiarlo?",jose zurita,Revisado en España el 5 de diciembre de 2020,"['casi', 'tres', 'usos', 'después', 'cada', 'uso', 'recipiente', 'recogida', 'cae', 'limpia', 'usará', 'cuatro', 'cinco', 'veces', 'seguidas', 'acumulará', 'bastante', 'puede', 'ser', 'segunda', 'mano', 'cambiarlo']"
Sistema de cierre deficiente.,"3,0 de 5 estrellas",Las cápsulas se caen del dispositivo de cierre más a menudo de lo que sería deseable y cuando te quieres dar cuenta en vez de un café te está echando agua caliente.,Cliente Amazon,Revisado en España el 1 de febrero de 2021,"['cápsulas', 'caen', 'dispositivo', 'cierre', 'menudo', 'deseable', 'quieres', 'dar', 'cuenta', 'vez', 'echando', 'caliente']"
Funciona por el precio,"3,0 de 5 estrellas","Por el precio está bien. No obstante, hace mucha menos crema que las nespresso clásicas y el mecanismo para poner las capsulas es completamente de plástico (supongo que ABS o similar) y da la impresión de que está calculado para que se rompa a partir de un cierto número de usos.",Cliente Amazon,Revisado en España el 6 de junio de 2020,"['precio', 'obstante', 'mucha', 'menos', 'crema', 'nespresso', 'clásicas', 'mecanismo', 'poner', 'capsulas', 'completamente', 'plástico', 'supongo', 'ab', 'similar', 'da', 'impresión', 'calculado', 'rompa', 'partir', 'cierto', 'número', 'usos']"
Sabor,"3,0 de 5 estrellas",El café de la marca lo’r tiene sabor a quemado…,roberto,Revisado en España el 7 de octubre de 2021,"['marca', 'r', 'sabor']"
facil de utilizar,"3,0 de 5 estrellas",es un poco grande,jose,Revisado en España el 4 de diciembre de 2021,['grande']
"Cafetera en general buena, el café me parece que no","3,0 de 5 estrellas","La cafetera es muy bonita, muy bien acabada, bien de momento, pero el café que trae de Lor no me convence y cuando hemos hecho un café con cápsulas Nespresso, da la impresión de que lo quema.
Vamos a darle un margen pero esperaba como mínimo el mismo café con las cápsulas de Nespresso.",EKUSS,Revisado en España el 23 de noviembre de 2019,"['bonita', 'acabada', 'momento', 'trae', 'lor', 'convence', 'hecho', 'cápsulas', 'nespresso', 'da', 'impresión', 'quema', 'vamos', 'darle', 'margen', 'esperaba', 'mínimo', 'mismo', 'cápsulas', 'nespresso']"
Cafetera,"3,0 de 5 estrellas","Buena cafetera, un pelin grande, facil de llenar el deposito de agua. Por cierto el envio a traves de correos un desastre, no cumplen con el envio Prime. Incluso me envia un correo la empresa que me traen el pedido un día y lo hacen al día siguiente, y para eso soy PRIME!!!!! ME SIENTO ENGAÑADO.",pedro,Revisado en España el 5 de febrero de 2020,"['buena', 'pelin', 'grande', 'facil', 'llenar', 'deposito', 'cierto', 'envio', 'trave', 'correos', 'desastre', 'cumplen', 'envio', 'prime', 'incluso', 'envia', 'correo', 'empresa', 'traen', 'pedido', 'día', 'hacen', 'día', 'siguiente', 'prime', 'siento', 'engañado']"
Buena capacidad de agua,"3,0 de 5 estrellas",Tiene doble salida por lo que el cafe se hace antes que con las de un solo chorro. Las capsulas XXL te permite hacerte dos cafes y salen mas economicas.,sonia martinez reche,Revisado en España el 10 de diciembre de 2020,"['doble', 'salida', 'solo', 'chorro', 'capsulas', 'xxl', 'permite', 'hacerte', 'salen', 'ma', 'economicas']"
Cafetera 2 cafes,"3,0 de 5 estrellas",Es de fácil uso pero no es verdad que sea compatible con todos los cartuchos cómo había leído,Maite,Revisado en España el 1 de marzo de 2021,"['fácil', 'uso', 'verdad', 'compatible', 'cartuchos', 'cómo', 'leído']"
