title,rating,body,author,date,TextBlob_sentiment,Pysentimiento_sentiment,BERT_sentiment
El Temporizador,"4,0 de 5 estrellas","Relacion calidad precio bien.
El poder programarla para tener el café hecho a la hora que te levantas... genial.
Muy contento con la compra.",Tone,Revisado en España el 31 de mayo de 2024,NEU,POS,POS
Caen posos de café en a Jarra,"3,0 de 5 estrellas","He comprado filtros de papel de los que se usaban el la melitas antiguas de toda la vida pues y aun así caen posos en la jarra, creo que es porque el agua cae muy rápido y rebosa el café.",Cliente Amazon,Revisado en España el 30 de mayo de 2024,NEU,NEG,NEG
Cafetera muy sencilla y pequeñita,"5,0 de 5 estrellas","La cafetera es para uso puntual, así que en mi caso es más que suficiente. También cumple si es para uso diario de una persona o dos que no tomen mucho café. Para alguien cafetero o con varias personas en casa, recomendaría buscar otra más grande.",Comprador habitual,Revisado en España el 29 de mayo de 2024,NEU,NEU,NEU
El precio,"4,0 de 5 estrellas",Por ahora funciona bien,Rafael Navarrete Prados,Revisado en España el 29 de mayo de 2024,NEU,POS,POS
Recomendable,"5,0 de 5 estrellas",Una cafetera de goteo sencilla que cumple su función perfectamente.,Anna Cé,Revisado en España el 28 de mayo de 2024,NEU,POS,POS
Pésima,"1,0 de 5 estrellas","Bueno, después de estar usando la cafetera 4 meses, ha dejado de funcionar. No hace café. Es la peor cafetera de mi vida y eso que llevo muchas. Una pena",Ana,Revisado en España el 28 de mayo de 2024,NEU,NEG,NEG
Excelente compra!,"5,0 de 5 estrellas","Lo compré hace un tiempo y le doy 10 de 10, muy a gusto con la compra!",Iria,Revisado en España el 25 de mayo de 2024,NEU,POS,POS
Poco fiable,"1,0 de 5 estrellas","No me duró ni 6 meses, ya no funciona.",Daniel,Revisado en España el 23 de mayo de 2024,NEU,NEG,NEG
No cumplió con las expectativas que tenía de cafetera,"3,0 de 5 estrellas","Compré la cafetera para un familiar que visité en España y la verdad teniendo las características de cafeteras que tengo en México, no me gustaron sus funciones, porque por ejemplo no tiene para seleccionar el tamaño de la taza o número de tazas, es simplemente la cantidad de agua que se le ponga. No entiendo el por qué no hay cafeteras con esas características en España.",Sandra L.,Revisado en España el 22 de mayo de 2024,POS,NEG,NEG
Cafetera,"2,0 de 5 estrellas",La luz que está en la hora es horrible y no se quita molesta demasiado tiene funciones que no sirven para nada.,Aura,Revisado en España el 21 de mayo de 2024,NEG,NEG,NEG
Muy bonita,"5,0 de 5 estrellas",Me encanta la verdad es más grande de lo que esperaba,Claudia Paz,Revisado en España el 20 de mayo de 2024,NEU,POS,POS
Encantada con mi cafetera,"5,0 de 5 estrellas","Gran capacidad de dos a tres días de rico café, conserva su sabor y aroma. Es lisenciosa y lo prepara enseguida. Encantada.",Laura,Revisado en España el 20 de mayo de 2024,NEU,POS,POS
Hace buen café,"5,0 de 5 estrellas","La cafetera la compré para mi madre, que es la que toma café de cafetera. Y según me dice el café sale muy bueno y además es bonita. De momento hace sólo una semana que la tengo y va muy bien. Se programa fácilmente. Nada que objetar. Recomendable.",Joaquin Badillo Nuñez,Revisado en España el 20 de mayo de 2024,NEU,POS,POS
Que haga buen cafe,"4,0 de 5 estrellas",Muy bien relación calidad precio,comprador satisfecho,Revisado en España el 19 de mayo de 2024,NEU,POS,POS
Todo perfecto,"5,0 de 5 estrellas","Teniendo el cuenta el precio, es una cafetera de batalla. Resliza su función perfectamente. Tiene bastante capacidad, es programable, el café sale caliente y rico, y aguanta caliente bastante tiempo. Además, tiene una función para volver a calentar.",Psije,Revisado en España el 15 de mayo de 2024,NEU,POS,POS
Buen sabor,"4,0 de 5 estrellas","El café tiene muy buen sabor y cunde bien, mucho mejor que la cafetera italiana que tenemos, muy cómodo dejar hecho el café a primera hora de la mañana y ya tienes para todo el dia",DVD,Revisado en España el 15 de mayo de 2024,NEU,POS,POS
Buena y duradera,"5,0 de 5 estrellas","He tardado más de varios meses en hacer la reseña para ver si es que duraba o no. Ahora, con mínimo un uso diario (casi siempre 2), puedo decir que sigue funcionando a la perfección y no se ha roto de momento nada, ni el vaso.",José I.,Revisado en España el 13 de mayo de 2024,NEU,POS,POS
Calidad buena,"4,0 de 5 estrellas",el café sale rico es fácil de limpiar y de usar,Maria del Carmen,Revisado en España el 10 de mayo de 2024,NEU,POS,POS
La marca,"2,0 de 5 estrellas","Compre la cafetera guiandome por la marca, y no fue buena la experiencia en la primera comilona de mucha gente en la que la use, se colapso el tubito que lleva el agua hacia el filtro y dificil de limpiar
No muy contenta",Natali,Revisado en España el 9 de mayo de 2024,NEU,NEG,NEG
Espectacular,"5,0 de 5 estrellas","Me ha gustado mucho, tenía otra marca y está es más práctica.
La recomiendo, 12 tazas, hierve rápido, no tiene opción de recalentar.",James T,Revisado en España el 8 de mayo de 2024,NEU,POS,POS
Funciona bem,"5,0 de 5 estrellas",Funciona bem,Cliente Amazon,Revisado en España el 8 de mayo de 2024,NEU,POS,POS
Me encanta,"5,0 de 5 estrellas","Tamaño fantástico, no ocupa tanto espacio y es sencillisima de usar, hasta trae una cucharita dosificadora de cafe",genesis,Revisado en España el 7 de mayo de 2024,NEU,POS,POS
Muy buen café,"5,0 de 5 estrellas",Muy contenta con mi cafetera hace un café muy bueno,Daniel,Revisado en España el 3 de mayo de 2024,NEU,POS,POS
Dura dos meses y rompe,"1,0 de 5 estrellas","En principio te puede dar hasta buena apariencia pero es una basura 2 meses de agua mineral y rompe (por lo visto en las reseñas es un problema que ocurre con éste producto)
La anterior que tuve tenía el mismo sistema y duro 2 años.
No tires el dinero con esta porquería",Raba,Revisado en España el 2 de mayo de 2024,NEU,NEG,NEG
Perfecta,"5,0 de 5 estrellas",Muy buena relación calidad precio,Jose Ramon Esteve Pastor,Revisado en España el 1 de mayo de 2024,NEU,POS,POS
Gran capacidad,"5,0 de 5 estrellas","Hace 12 tazas de café gran capacidad..más o menos 1 litro cada vez. Filtro de fácil limpieza y estéticamente a mí me parece muy retro, muy bonita. Mantiene el café caliente sin problemas",irene nicolas,Revisado en España el 1 de mayo de 2024,NEU,POS,POS
Compacta y bonita.,"5,0 de 5 estrellas",Cafetera sencilla y bonita. Llegó rápido y el precio es bueno.,Jacqueline Zambrano,Revisado en España el 30 de abril de 2024,NEU,POS,POS
ACEPTABLE,"4,0 de 5 estrellas","Es una buena cafetera de goteo, pero desde mi punto de vista, el café que hace no es muy intenso de sabor, pero es algo que te puedes esperar en una cafetera de goteo. Sí buscas café con mas cuerpo y sabor, mejor ir a por una de espresso, o tirar de la moka tradicional.",Nesla,Revisado en España el 28 de abril de 2024,NEU,NEU,NEU
Bien,"5,0 de 5 estrellas",Buen producto...,Díana,Revisado en España el 27 de abril de 2024,NEU,POS,POS
Rota,"1,0 de 5 estrellas","Pedí una hace tiempo y me vino rota.
Esta semana me saltó en oferta y la volví a comprar vino antes de tiempo .
El borde de plástico roto como de llevarla en el camión sin protección .
Cuando se hace el café se queda todo el agua en el filtro y la tienes que ayudar a la jarra para que salga .
Devuelta y ya no adquiero ninguna más",JOSE,Revisado en España el 25 de abril de 2024,NEU,NEG,NEG
Se ha roto en 4 meses,"1,0 de 5 estrellas","Ha durado 4 meses, estos productos Chinos cada vez son peores. Al final las cafeteras las harán de cartón",Angeles Coll Garcia,Revisado en España el 25 de abril de 2024,NEU,NEG,NEG
Estupendo producto,"5,0 de 5 estrellas",Relacion precio calidad excelente,MANUEL GONZALEZ OUTEIRAL,Revisado en España el 25 de abril de 2024,NEU,POS,POS
Tamaño,"4,0 de 5 estrellas","La cafetera a resultado muy buena y práctica para hacer el cafecito, únicamente el tamaño ya que pensábamos que sería un poco más grande, básicamente 2 tazas grandes y es todo lo que abarca",Me encanto!! El hueso me lo imaginaba un poco más grande al sacarlo sin embargo es práctico de sacar y meter. Vamos a esperar a saber si el dueño lo tiene por mucho tiempo 🐶🤭,Revisado en España el 23 de abril de 2024,NEU,POS,POS
Muy bonita,"5,0 de 5 estrellas","Funciona muy bien,café muy rico,pesa muy poco muy bonita estéticamente,muchas funciones viene con dos filtros y cuchara dosificadora .",Tati,Revisado en España el 22 de abril de 2024,NEU,POS,POS
El mejor café que me he tomado en casa,"5,0 de 5 estrellas","En casa somos muy cafeteros desde siempre y hemos tenido muchas cafeteras de goteo de muchas marcas y precios distintos, pero ninguna que haga un café con un sabor tan intenso. Pese a su precio economico, y materiales aparentemente de baja calidad, funciona a la perfeccion, hace un café excelente, es compacta y agradable a la vista. No puedo ponerle ninguna pega, salvo como dicen todos, la falta de informacion de la funcion de sus botones, aunque enseguida se puede deducir. Los dos superiores son para poner en hora el reloj de la cafetera. Los inferiores, de izquierda a derecha son:
1- Para poner la cafetera en funcionamiento en modo sabor intenso. Lo recomiendo al 100%. Aunque tarda sensiblemente mas en hacer el cafe, el sabor resultante merece muchisimo la pena.
2- Recalentamiento. Esta funcion activa la placa que está bajo la jarra para recalentar el café. Se activa unos 30 o 40 min y se apaga automaticamente. Aunque no he probado esta funcion, en otras cafeteras que si la he usado estropea el sabor del café.
3- Configuracion de puesta en marcha. Permite configurar cuando quieres que la cafetera se ponga a hacer el cafe. Puedes dejar la cafetera preparada por la noche y configurarla para que se ponga a hacer el cafe a primera hora de la mañana.
4- Encendido. Aqui se pone en funcionamento en modo normal.",Nazham,Revisado en España el 17 de octubre de 2019,POS,NEG,POS
Encantadísimo!!!!,"5,0 de 5 estrellas","La recibí esta mañana y una pasada de verdad.
Vengo de una de cápsulas y buscaba algo que no tuviera un desembolso tan grande cada 2 X 3 y sobretodo que pusiera programar para tenerlo hecho nada más despertar.

La presentación y protección es un 10, todo viene perfectamente protegido y preparado.

ANTES DE USARSE
Te recomiendan de entrada que hagas 2 ciclos completos de agua solo para limpiarla por dentro.
INSTRUCCIONES
- Levantas la tapa superior y pones agua en el depósito, en el lateral derecho ves para cuantas personas quieres. (Recomiendan no hacer café para menos de 4)
(Si quieres tamaño pequeño recomiendo 1, pero si te gusta más grande es 2 por cada persona)
2. Pones café en el filtro, una cucharada por número, o una extra si te gusta más intenso.
¡Y ya está listo para ponerlo en marcha!
Ahí tienes 3 opciones.
1 - El encendido normal (el botón de apagado/ encendido)
2 - El modo ultra intenso (el segundo botón de abajo, tarda un poco más en hacer el café pero sale con más sabor, sin ese modo tarda unos 10-11 min en hacerse.
3 - El modo PROGRAMACIÓN:
A) Para eso deberás poner primero la hora.
Arriba a la izquierda se pone la hora y arriba a la derecha, se ponen los minutos. (Una vez puesta la hora se puede seguir)
B) Apretando el tercer botón de abajo unos 3 segundos, se activa el modo programación para seleccionar una nueva hora de encendido, una vez en marcha, elegir con las horas y minutos de nuevo. (Recordad que tarda unos 11 min en hacerse)

IMPORTANTE: Leyendo los comentarios se puede llegar a un error de que se hay un modo de recalentamiento, etc.
Lo que explica la marca, es que el PRIMER BOTÓN DE ABAJO NO ES PARA RECALENTAR NI MODO ULTRA INTENSO, SINO PARA LA LIMPIEZA ANTI CAL, que se recomienda hacer 4 veces al año, poniendo agua + unas gotas de vinagre o antical.
Y NO HAY UN BOTÓN DE RECALENTAR... LO QUE PONE ES QUE DURANTE 40 MIN SE MANTENDRÁ CALIENTE POR LA PLANCHA DE ABAJO Y QUE PASADO ESE TIEMPO SE APAGARÁ POR SEGURIDAD.

Quería aclarar esto porque ahí están todos presuponiendo los botones, Y LO DICE MUY CLARO.

LIMPIEZA
Una vez terminado, se vacía el filtro, y se saca, junto al embudo y la jarra, y se limpia con agua y jabón.
A parte para aumentar la vida útil recomiendan hacer la limpieza antical 4 veces al año como he explicado arriba. (Con agua+vinagre o antical, y apretando el primer botón de abajo)

OPINIÓN PERSONAL
De momento ENCANTADÍSIMO con esta cafetera, lo hace muy bien, rápido, deja ese agradable olor a café en la cocina y muy bien de sabor, la limpieza se hace muy fácil y el tema de programar el café para tenerlo hecho antes de despertar ES UNA PASADA (recordar programarlo unos 10 min antes de la hora deseada).
El envío ha sido muy rápido y satisfactorio, y el precio de 34'90€, aunque no estaba en oferta la veo un súper precio para lo que ofrece y la calidad de los materiales.
Esta marca española destaca por su fiabilidad y calidad a buen precio, he comprado varios artículos de ellos y siempre de 10.

La volvería a comprar por la calidad de los materiales y prestaciones, el sabor y aroma intenso, el modo de programar que es TOP, la facilidad de limpieza, la independencia ante caras cápsulas, el bonito y moderno diseño con pantalla y SU PRECIO.

Espero que les haya servido. Si es así darme me gusta por favor. ;)

Feliz año 2022",Manu Blasco Aráez,Revisado en España el 23 de enero de 2022,POS,POS,POS
"Lo que esperaba, muy buena compra","5,0 de 5 estrellas","He elegido esta cafetera porque me gusta el café americano, quería una cafetera de gran capacidad y que además fuera bonita y pegara con los muebles de mi cocina.
Antes tenía una cafetera de 6 tazas redonda y casi abultaba más que esta. Es una cafetera de gran capacidad pero estrecha, alta y no ocupa mucho de profundo o sea que mejor que la anterior y me da el doble de café. Es muy cómoda de usar, tiene filtro permanente, cuchara y el sistema de goteo es como el de la ducha con lo que el agua se reparte mejor por todo el café y se aprovecha más su aroma.
Es como cualquier cafetera americana de toda la vida, de plástico, con acero inoxidable delante, mismo funcionamiento que todas (salvo por lo del goteo), fácil de usar, fácil de limpiar, cómoda....
y la jarra es muy grande y se ve un cristal resistente aunque como siempre, estas jarras son delicadas, yo recomiendo que según se termina el café fregarla, secarla por fuera y volver a ponerla en la cafetera y no dejarla escurriendo y que se pueda tocar con la vajilla y romperse.
Me sorprende que nadie le haya comprado o nadie la haya valorado estando en Amazon desde 2015 porque es muy cuadradita, muy mona, y muy buena, y marca española.",Espe,Revisado en España el 3 de abril de 2019,NEU,POS,POS
Cafetera con una excelente relacion calidad precio.,"5,0 de 5 estrellas","En 3 años llevo 3 cafeteras, ya no sé si es por la mala calidad de sus componentes, o bien porque hacemos mucho café en casa, pero antes aún haciendo la misma cantidad de cafe, podian llegar a durarme hasta 5 años. La ultima que he comprado duró exactamente 12 meses y 4 dias, y se rompio por la pieza plastica que sujeta el asa a la jarra de vidrio. Tuve que comprar otra casi sin darme tiempo a valorar , y me decanté por esta de Cecotec pese a que sinceramente me hablaron muy mal de la relacion calidad precio de los productos de esta marca y sobre todo de su servicio postventa. Pero me arriesgué y bueno tengo que decir que aunque llevo un mes usandola, lo que mas me tiene sorprendida es lo bueno que sale el café aun utilizando el mismo. Supongo que será porque es mucho mas estanca y guarda mas el aroma, o que por ejemplo la pieza de goteo del agua es muy amplia y cubre casi toda la superficie del café , el agua no cae solo por un orificio sino que tiene como una pieza amplia con varios agujeros y esto hace que el café se infusione mucho mejor. El café sale bastante caliente, y aun que quede tiempo alli no se recalienta ni sabe a quemado. A falta de probar la durabilidad de sus piezas, esta cafetera por su forma de hacer el café me encanta.. Y tambien otra consideracion, es muy facil echarle agua, y la jarra no se ""baba"" como otras.. Me ha encantado.

En un año se me ha estropeado, es cierto que la usamos muchisimo, nuestra cafetera en casa no para, pero lo que notamos es que la placa calorifica se oxida en seguida, aunque tengas cuidado de que no te caiga ninguna gota, porque siempre tenemos un papel absorvente a mano para poner, pero es casi imposible que alguna vez no le caiga algo.. y acaba por corroerse la placa, incluso yo diri aque con el calor. Al final la tuvimos que cambiar , despues de un año porque dejo de calentar. Compre otra hace dos meses , y en menos tiempo que la otra, la placa calorifica ya esta como dañada.. ni la limpiamos con abrasivos, ni la frotamos, nada.. simplemente le pasamos papel para limpiar la posible suciedad.. pero se pone horrible. y la verdad es que hace un cafe estupendo por el sistema que tiene de vertido de agua. Veremos a ver lo que dura esta.",amcavi,Revisado en España el 18 de febrero de 2023,NEG,NEG,NEG
Para amantes del café rápido y poco intenso,"1,0 de 5 estrellas","Edito: 2 meses de uso y ha se ha roto una pieza. La que va entre el embudo y la barra. És de plàstico y dificilmente reemplazable. Veremos como se comporta Cecotec con la garantia.
Compramos la cafetera de goteo por las buenas críticas que habian y porque en casa de mis padres ya lo había probado así, aunque ellos suelen usar café torrefacto del Camello, y tal vez tendría que haber mirado cantidad de café que utilizan para hacer una cafetera.
En nustro caso he probado ya diferentes cafés, Marcilla gran aroma natural, Lidl, Lavazza Crema e Gusto, Borbone, y ahora Fortaleza intensisimo. El fortaleza por ahora el peor.
Cosas buenas, fácil de usar, y limpiar, todo y que donde se aloja el filtro se mueve mucho y entiendo que se debería poder sacar para limpiarlo a fondo pero no he conseguido ver como.
Cosas no tan buenas, gastas muchísimo café para tener un café medianamente digno y que esté totalmente aguado, vengo de cafetera italiana y lo prensaba para que me saliese mas negro que un grillo, como he leído en algun otro comentario, el receptáculo del agua está hecho para zurdos, ya que si usas la mano derecha, por esa parte casi no hay espacio para echar agua y no liar una piscina en la cocina, aunque tiene téoricamente un freno para que no caiga el café cuando sacas la jarra mientras se está haciendo (30 segundos creo) la mayoría de veces al sacarla, cae café, dejando la mancha y teniendolo que limpiar cuando se enfria. La tapa para accecder al filtro o al espacio para el agua, esta demasiado dura, un simple cierre en click le hubiese ido mejor, al abrirla lo normal es que se te caiga el agua y como debe ponerse a muy alta temperatura siempre que abres cae agua fuera de la condesnación que se genera en la tapa.
En conclusión es una cafetera que para el precio no está mal, por cierto siempre hago el café con el botón intenso seleccionado, porque sino es agua sucia lo que sale, pero no la recomiendo para quien le guste el cafe sólo, en cambio con leche, bueno, pasable...",Xavier,Revisado en España el 5 de abril de 2024,POS,NEU,NEG
"Cafetera Goteo Coffee 66 Smart. Tecnología Extreme Aroma, Digital con pantalla LCD.","5,0 de 5 estrellas","CINCO ESTRELLAS PARA LA CAFETERA, PERO CERO PATATERO AL DEPARTAMENTO DE VENTAS DE LA MARCA.
No entiendo como una marca como esta enviá, al menos en este caso, unas instrucciones de uso tan malísimas .
Dice que tiene determinadas funciones como son Reloj, para programación automática de inicio, control de goteo para que el sabor sea mas intenso. Es decir a mas lentitud sobre el molido de agua hirviendo y mas aprovechamiento de las sustancias de la infusión que se traduce en mas intensidad, por lo tanto (menos rápido= mas tiempo de espera= mas intensidad de sabor). En la otra vertiente, por lo tanto a mas rapidez en el vertido del agua hirviendo, menos intensidad de la infusión pero menos tiempo de espera, que se traduce (mas rápido= menos tiempo de espera= menos intensidad de sabor).
Otra cosa que debería saber todo aquel que utilice cualquier cafetera, es que en la calidad de la infusión así como en su filtrado, también interviene el grueso del grano de la molienda.
Hasta aquí por mi parte todo sigue nebuloso porque no da ni una explicación de que funciones ocupa cada botoncito. Tal parece que el departamento de producción de la marca no supiera nada de lo que fabrica. Así que tienes que armarte de paciencia porque probablemente no sepas donde te encuentras, hasta las diez primeras jarras de café que hayas hecho. Entre tanto si no eres rápido a lo mejor se te caduca la garantía.
Dice que puedes programar la hora de inicio mediante el reloj (aun estoy en ello).
De momento he averiguado que con los dos botones superiores, el de la izquierda controla las horas enteras del reloj. El de la derecha los minutos.
De los cuatro siguientes inferiores y de izquierda a derecha he averiguado:
el 1º si lo pulso en posición de encendido o pagado (led verde o azul) sale el agua mas rápidamente o mas lentamente. Por lo tanto debe de ser el control de intensidad de sabor.
El 2º La resistencia bajo la jarra se activa (también o led verde o azul), por lo tanto es la función de mantenimiento para tener el café caliente una vez hecho.
El 4º Es el de apagado y encendido (como los demás led verde encendido y azul apagado)
Así que por eliminación nos queda el 3º que debe ser por tanto la función de programar la cafetera, pero aun no tengo ni idea, porque en las explicaciones te dice todo muy claro, pero ni una sola mención a que manera tienes para identificar cualquiera de sus botones porque los botones no tienen nada que ver con la designación que te da. Botones de ¿¿¿ Hour, Minute, Prog, Strong???
Si esto le sirve a futuros compradores (sumidos en la oscuridad del desconocimiento por culpa de la marca), me alegraré un montón, pero mas me alegraría si la marca pusiera un folleto de instrucciones, colgado en su Web como es debido. No creo que les lleve mas de diez minutos.",Eduardo ¿No tengo permiso? ¿Y eso porque?,Revisado en España el 30 de enero de 2020,POS,NEG,NEG
Doce tazas de aguachirle si atiende a las instrucciones de uso de la cafetera,"3,0 de 5 estrellas","Antes de leer los esenciales puntos negativos de esta cafetera, empecemos por los ASPECTOS POSITIVOS:

Es bonita de diseño con los apliques frontales de aluminio (parece aluminio más que acero inoxidable). A simple vista es sólida. El teclado y el display LCD funcionan perfectamente, aunque la luz roja fija de calentamiento de la base, tras el filtrado del café no se activa. Viene con dosificador y filtro permanente extraíble. Este modelo tiene capacidad para 1'5 litros de capacidad o 12 tazas de café de 125 mililitros (medio vaso de los de agua). Apenas la presión del agua caliente hace ruido en el dispositivo de la cafetera. La programación de puesta en marcha funciona al segundo.

Y ahora vayamos a los ASPECTOS NEGATIVOS:

¿Un litro y medio de café? De lo que aquí sale es un litro y medio de aguachirle, si atiende a las instrucciones de uso de la cafetera, instrucciones por otra parte que no se ajustan al funcionamiento real y están muy mal explicadas. ¿Y por qué aparece ese exceso de agua en el café? Porque el tamaño del filtro y consecuentemente del embudo de filtrado, donde va la cestita del filtro permanente (por cierto, el embudo no es desmontable para su limpieza), es de 1*4. Es decir, para 4 tazas (Medio litro de café); no para 12. 4 tazas de 125 mililitros (1/2 vaso de los de agua = 1 taza). Si a esto añadimos que el dosificador, que parece una cucharilla de juguete, es para tazas de café solo (75 ml), casi 1/3 de un vaso de agua, quiere decir que usted está tomando, siguiendo las instrucciones de la marca, un café 3 veces más flojo que el que pueda tomar en una cafetería. O sea, un café aguado 100%. Puro aguachirle de auténtico lujo, si atiende las instrucciones de que el agua sea embotellada o mineral. Tendrá usted que hacer jeribeques mentales para cómo sacar partido a su cafetera y hacer un café de calidad, pero teniendo en cuenta que si llena mucho la cestita del filtro o el filtro de papel, se desborda, y en consecuencia su café tendrá posos a punta pala. Porque la cafetera va más deprisa soltando agua que el filtro en absorberlo. Ni aun activando el botón de café intenso va lo suficientemente lento para que el café absorba bien el agua. El proceso va a toda mecha. Quizá si la cafetera hubiera tenido 600w o 650w de resistencia en vez de los 950 que tiene este modelo, el proceso sería más lento, pero el café saldría más intenso y estaría mejor aprovechado.

Por toda la parte negativa aquí expuesta y si usted deplora un café flojito, únicamente para dar color a la leche, tiene dos opciones recién comprada está cafetera: o devolverla, o si le da pereza por los trastornos que esto pueda suponerle, atender alguno de los siguientes TRUCOS:

1) - EL prospecto informativo dice que no debe funcionar con menos agua que la destinada al preparado para 4 tazas. Y yo añadiría: ni con más tampoco. PREPARE CAFÉ PARA SÓLO 4 TAZAS. Pero no agregue con el dosificador sólo 4 raciones, sino 12 con colmo (12 cucharadas soperas rasas u 8 con colmo, cuchara de adulto). Y eso sí, y esto es importante ACCIONE SIEMPRE EL BOTÓN DE CAFÉ INTENSO. Para ello NO ponga en funcionamiento la cafetera con el botón principal (Power - On/Off-) y luego pulsando el botón de café intenso porque es como si no lo hiciera. PULSE DIRECTAMENTE EL BOTÓN DE CAFÉ INTENSO Y LA CAFETERA SE PONDRÁ EN MARCHA.

2) - Si recibe visitas o prefiere no hacer café reciente, y quiere tener litro y medio para su consumo personal o familiar de la semana o para tener para varios días, repita 3 veces la operación del punto 1). Lo que debe hacer es:

+ Llenar el depósito de agua hasta el nivel 12 y poner la dosis para 4 tazas en el filtro (8 cucharadas soperas con colmo, 12 rasas)

+ Pulsar el encendido de la cafetera con el botón de café intenso.

+ Esperar a que el nivel baje hasta 8 y pulsar de nuevo el botón de café intenso para que se pare el proceso de la cafetera.

+ Esperar entre 5 y 10 minutos a que el agua sea absorbido por el café, abrir la tapa con cuidado de que el vapor no le queme la cara y comprobar si es así.

+ Si ya se ha absorbido el agua, cambiar el filtro de papel con cuidado de que no se rompa ni de quemarse, o limpiar el permanente y agregar al mismo, o al nuevo de papel, café reciente molido para otras 4 tazas (12 cucharadas soperas rasas. También, para ahorrar café, puede hacer un recuelo; no todo el café si está bien prieto en el filtro se empapa bien, por lo que puede aprovecharlo en una segunda cocción. Eso sí, el café al recalentar le saldrá más amargo y perderá las características naturales de su origen –""taninos""–. Es una buena solución si lo va a mezclar siempre con leche; si suele tomarlo solo y es exigente con los taninos (*) del café, mejor no recolarlo. En este caso y si vive solo/a, mejor adquirir una cafetera exprés de estilo italiana, como en las cafeterías, o una de cápsulas, pero ambas opciones son más caras).

+ Y finalmente, pulsar de nuevo el botón de café intenso para que la cafetera se ponga de nuevo en marcha.

+ Cuando el nivel de agua baje hasta 4 repita la operación para las siguientes 4 y últimas tazas (No sé aconseja ya un segundo recuelo, corre el riesgo de aguar el café).

(Si únicamente quiere 8 tazas, realice esta operación sólo una vez, para ello llene el depósito hasta el nivel 8. Para otras posibilidades de llenado -10, 9, 6 tazas, etc.- tendrá que experimentar la cantidad de café que a usted le satisfaga atendiendo a las proporciones).

3) - Si esta operación le supone mucho tiempo, puede hacer lo siguiente: llene el depósito de agua al nivel 12. Ponga café en el filtro para 4 tazas (12 cucharadas soperas rasas) y antes de poner en funcionamiento la cafetera, siempre PULSANDO EL BOTÓN DE CAFÉ INTENSO, eche en la jarra de litro y medio de 6 a 8 cucharadas soperas con colmo de café soluble. El café resultante sabrá a café instantáneo, pero tendrá un aroma a café recién hecho gracias al café del filtro, y tendrá más cuerpo.

NOTA -1-: Todas las marcas de cafeteras de goteo para 12 tazas tienen el mismo problema para obtener un café que no esté aguado, dado que todas tienen un embudo para filtros de 1*4. De hecho en los comercios no se encuentran filtros ya sean permanentes o desechables de papel que no sean 1*4. Aunque los hubo de 1*8. En consecuencia, éste no es un problema de esta marca, sino del modelo en sí de 12 tazas. Un problema de los fabricantes, que parece que hayan supeditado su sistema de goteo a los fabricantes de filtros y no al revés. Ante la ausencia de filtros de mayor tamaño, parece que hayan adaptado sus embudos al tamaño de los filtros.

NOTA -2- Téngalo en cuenta: en el filtro permanente (la cestita) de 1*4 cabe
menos café que en el filtro de papel 1*4, por lo que se recomienda éste último. Las cantidades expuestas en los ""TRUCOS"" están experimentadas y corroboradas en filtros de papel.

NOTA -3- La programación para tener café a la hora deseada NO FUNCIONA CON EL BOTÓN DE CAFÉ INTENSO y para ello tendrá que poner el reloj a la hora actual con los botones de al lado del LED, pulsar el botón PROG y poner la hora y/o los minutos en que se desea activar la cafetera. Y como es lógico, sin olvidar dejarla enchufada a la red, por lo que por seguridad es mejor aislarla de otros elementos que pudieren causar combustión en caso de cortocircuito o sobrecarga (tenga en cuenta que son 950W de potencia), sobre todo si la programa para activarse durante la noche y se va usted a la cama, y nunca debajo de la campana extractora de humos. Para la programación es recomendable HACERLO SÓLO PARA 4 TAZAS.

(*) — El diccionario de la R.A.E. aún no contempla la acepción de ""característica natural de un producto"" (color, sabor, olor) para productos como el vino, el café, o el aceite de la palabra 'tanino'.",Alberto S.M.8428,Revisado en España el 29 de febrero de 2024,POS,NEU,NEG
Compra acertada!,"5,0 de 5 estrellas","Llegó en tiempo y perfectas condiciones. Facil de usar, muy intuitivo. A pesar de haber varios comentarios sobre el manual, de que es muy simple y por lo tanto dificil de poner la cafetera en marcha, yo lo he encontrado muy intuitivo y facil.

El gusto de cada persona en marca de café y su intensidad, es diferente, yo por ejemplo prefiero fuerte y por lo tanto hecho una cucharra de cafe extra siempre, es decir para 5 tazas de café hecho 6 cucharras de cafe, a parte de poner la opción de sabor intenso de la cafetera.

Adjunto video de como he puesto la cafetera en hora y como programar que prepare café una hora determinada, espero que sea de ayuda por si a alguien le está sugiriendo problemas.",Johanna Forssell,Revisado en España el 28 de agosto de 2020,NEU,POS,POS
Encantada,"5,0 de 5 estrellas","Simplemente me encanta. Hace un café bastante bueno. Se filtra bien evitando que caigan posos al café. No tarda mucho en hacerse y además permite hacer más cantidad de una vez que una cafetera tipo barista.
Es muy fácil de manejar.
Súper recomendable.",Ivonne,Revisado en España el 21 de julio de 2024,NEU,POS,POS
Cafe rico,"4,0 de 5 estrellas","La verdad que sale rico, caliente, muy buena compra",Dario Beiro,Revisado en España el 18 de julio de 2024,NEU,POS,POS
Maravillosa,"5,0 de 5 estrellas","Tengo tiempo usando la cafetera y funciona perfecto, es muy útil.",MARIA,Revisado en España el 21 de julio de 2024,NEU,POS,POS
